"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.55816732842276e-16,-0.073407337420301,0.889,0.917,1.37044689998962e-11,"A-A07","AHNAK"
7.68498027589088e-16,-0.145729491095222,0.204,0.24,1.39344062362454e-11,"A-A07","RACGAP1"
7.78152946716712e-16,-0.129609422789511,0.234,0.273,1.41094692298674e-11,"A-A07","NFYA"
7.7861603475234e-16,-0.14953716354612,0.242,0.28,1.41178659421294e-11,"A-A07","FCRLA"
8.03190755532546e-16,-0.0815632466416508,0.488,0.541,1.45634547793161e-11,"A-A07","CTSD"
8.06435236032367e-16,-0.12522734031924,0.238,0.277,1.46222836997389e-11,"A-A07","MT1X"
8.32523837509821e-16,-0.106985419337699,0.596,0.641,1.50953222217281e-11,"A-A07","SERPINF1"
8.41482771087926e-16,-0.072816113889523,0.686,0.741,1.52577656053663e-11,"A-A07","GANAB"
9.7797839326041e-16,-0.0901010058072116,0.249,0.29,1.77327042265978e-11,"A-A07","HDAC7"
1.00600136434533e-15,-0.146878587729588,0.185,0.22,1.82408167383096e-11,"A-A07","SLX9"
1.0217773680408e-15,-0.0777374746912843,0.659,0.711,1.85268672373158e-11,"A-A07","DENR"
1.02263307422382e-15,-0.117360594636919,0.309,0.353,1.85423829018263e-11,"A-A07","RBM5"
1.02667836199702e-15,-0.075774545773405,0.612,0.666,1.861573205973e-11,"A-A07","IFNGR2"
1.05997105041826e-15,-0.0992972474728015,0.403,0.452,1.92193950861839e-11,"A-A07","ZNF580"
1.09439576748942e-15,-0.29491302571006,0.083,0.107,1.98435840561182e-11,"A-A07","BAD"
1.10063654877356e-15,-0.0912819558883899,0.349,0.398,1.99567419023621e-11,"A-A07","ZBED4"
1.10788583690926e-15,-0.0808129110989323,0.555,0.608,2.00881859948387e-11,"A-A07","TMEM14B"
1.24244444015788e-15,-0.0918280981568357,0.453,0.504,2.25280025889427e-11,"A-A07","PNKD"
1.34200345995676e-15,-0.0460870030587666,0.961,0.971,2.43332067359359e-11,"A-A07","ATP1A1"
1.52565075781699e-15,-0.0991061943532672,0.272,0.313,2.76630995407376e-11,"A-A07","FBXL19"
1.6760655978565e-15,-0.0451172599084098,0.994,0.995,3.0390421420334e-11,"A-A07","SPARC"
1.9148942643247e-15,-0.159244096574838,0.157,0.189,3.47208628007354e-11,"A-A07","SLC39A13"
1.97853129260896e-15,-0.0962602676975592,0.584,0.63,3.58747293975857e-11,"A-A07","H2AX"
2.0637577129039e-15,-0.0784103577265595,0.555,0.609,3.74200548503735e-11,"A-A07","CDK6"
2.09026937175847e-15,-0.0930016420080167,0.465,0.516,3.79007642487246e-11,"A-A07","PRCP"
